path,name_ar,kind,account_manager,vendor,description,description_ar,stage,target_date,target,ADT,Medication Prescribe V1,Medication Prescribe V2,Medication Dispense V1,Medication Dispense V2,Radiology Order,Radiology Report,Lab Order,Lab Results,Clinical Notes
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Hospitals > Narjis Specialist Hospital,,Organization,,,,,Integrating & Testing,,,planned,,,,,,,,,testing
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Hospitals > Misk Maternity Hospital,مستشفى مسك للولادة,Organization,,Demo Vendor Beta,664-bed maternity hospital serving the southern catchment. Kickoff done and the technical contacts are named on both sides.,منشأة بسعة 664 سريراً تخدم النطاق الجنوبي. عُقد اجتماع الانطلاق مع المورد.,Kickoff,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Hospitals > Zaytoon Specialist Hospital,,Organization,,Demo Vendor Delta,98-bed specialist hospital serving the inland catchment. Kickoff done and the technical contacts are named on both sides.,,Kickoff,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Hospitals > Kanan General Hospital,مستشفى كنان العام,Organization,,Demo Vendor Gamma,370-bed general hospital serving the coastal catchment. Onboarding agreed and nothing has begun.,منشأة بسعة 370 سريراً تخدم النطاق الساحلي. متفق على التأهيل ولم يبدأ العمل.,Not started,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Hospitals > Yasmeen Specialist Hospital,مستشفى ياسمين التخصصي,Organization,,,367-bed specialist hospital serving the western catchment. Paused at the site’s request until the estate work finishes.,منشأة بسعة 367 سريراً تخدم النطاق الغربي. موقوف بطلب من المنشأة.,Paused,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Hospitals > Athl General Hospital,مستشفى أثل العام,Organization,,Demo Vendor Epsilon,,,Kickoff,,,planned,,,,,,,,,planned
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Hospitals > Basateen Specialist Hospital,مستشفى بساتين التخصصي,Organization,,Demo Vendor Alpha,206-bed specialist hospital serving the inland catchment. Kickoff held with the vendor; the interface catalogue is being confirmed.,منشأة بسعة 206 سريراً تخدم النطاق الداخلي. اكتمل اجتماع الانطلاق وحُددت جهات الاتصال الفنية.,Kickoff,,,planned,,,,,,,,,planned
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Hospitals > Firuz Maternity Hospital,مستشفى فيروز للولادة,Organization,,Demo Vendor Beta,461-bed maternity hospital serving the eastern catchment. In integration testing with the vendor.,منشأة بسعة 461 سريراً تخدم النطاق الشرقي. اختبار القبول جارٍ مع الفريق السريري.,UAT,,,testing,,,,,,,,,testing
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Hospitals > Fajr Specialist Hospital,مستشفى فجر التخصصي,Organization,,Demo Vendor Delta,,,Integrating & Testing,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Clinics,العيادات,,,,15 clinics in account book four.,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Clinics > Zahwa Dental Clinic,عيادة زهوة للأسنان,Organization,,,,,Kickoff,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Clinics > Basateen Clinic,عيادة بساتين,Organization,,Demo Vendor Alpha,15-room clinic serving the southern catchment. Scope not agreed yet; the first scoping session is being arranged.,منشأة بـ 15 غرف تخدم النطاق الجنوبي. تم التعاقد ولم تُجدول أعمال التكامل.,,,,planned,planned,planned,,,,,,planned,planned
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Clinics > Rajaa Family Clinic,,Organization,,Demo Vendor Beta,3-room family clinic serving the northern catchment. Onboarding agreed and nothing has begun.,,Not started,,,planned,planned,,,planned,,planned,,planned,planned
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Clinics > Wadi Dental Clinic,,Organization,,Demo Vendor Gamma,18-room dental clinic serving the eastern catchment. Interfaces are being built against the sandbox.,,Integrating & Testing,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Clinics > Diya Dental Clinic,عيادة ضياء للأسنان,Organization,,Demo Vendor Alpha,13-room dental clinic serving the eastern catchment. In integration testing with the vendor.,منشأة بـ 13 غرف تخدم النطاق الشرقي. اختبار القبول جارٍ مع الفريق السريري.,UAT,,,testing,testing,,testing,,,,,testing,testing
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Clinics > Kharif Clinic,,Organization,,Demo Vendor Gamma,,,UAT,2027-01-25,,testing,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Clinics > Anwa Family Clinic,,Organization,,,,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Clinics > Kahraman Family Clinic,عيادة كهرمان للأسرة,Organization,,Demo Vendor Zeta,6-room family clinic serving the northern catchment. Recorded for completeness while the onboarding order is decided.,منشأة بـ 6 غرف تخدم النطاق الشمالي. تم التعاقد ولم تُجدول أعمال التكامل.,,,,planned,testing,,,,planned,,planned,,planned
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Clinics > Kafoor Clinic,,Organization,,,15-room clinic serving the coastal catchment. Kickoff held with the vendor; the interface catalogue is being confirmed.,,Kickoff,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Clinics > Falak Dental Clinic,عيادة فلك للأسنان,Organization,,Demo Vendor Delta,"9-room dental clinic serving the western catchment. Build under way, held up on the identity feed.",منشأة بـ 9 غرف تخدم النطاق الغربي. يجري بناء الواجهات على البيئة التجريبية.,Integrating & Testing,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Clinics > Athl Dental Clinic,عيادة أثل للأسنان,Organization,,Demo Vendor Alpha,"12-room dental clinic serving the coastal catchment. Contracted, with no integration work scheduled.",منشأة بـ 12 غرف تخدم النطاق الساحلي. لم يُتفق على النطاق بعد.,,,,planned,planned,,,planned,,,,,planned
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Clinics > Ghadeer Family Clinic,,Organization,,Demo Vendor Beta,14-room family clinic serving the inland catchment. Interfaces are being built against the sandbox. A second site under the same operator is expected to follow the same interface build.,,Integrating & Testing,,,testing,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Clinics > Duha Dental Clinic,,Organization,,Demo Vendor Beta,3-room dental clinic serving the coastal catchment. Scope not agreed yet; the first scoping session is being arranged.,,,,,planned,testing,planned,,,,,,,planned
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Clinics > Utarid Clinic,,Organization,,Demo Vendor Gamma,,,Integrating & Testing,,,planned,planned,planned,planned,planned,planned,testing,,planned,testing
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Clinics > Tibr Family Clinic,,Organization,,Demo Vendor Gamma,,,Integrating & Testing,2027-03-31,,planned,testing,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Laboratories,المختبرات,,,,11 laboratories in account book four.,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Laboratories > Yasmeen Diagnostic Laboratory,,Organization,,Demo Vendor Gamma,"7-bench diagnostic laboratory serving the western catchment. Build under way, held up on the identity feed.",,Integrating & Testing,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Laboratories > Ghaim Laboratory,,Organization,,Demo Vendor Epsilon,7-bench laboratory serving the southern catchment. Kickoff held with the vendor; the interface catalogue is being confirmed.,,Kickoff,,,,,,,,,,testing,planned,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Laboratories > Jumana Laboratory,,Organization,,Demo Vendor Beta,"6-bench laboratory serving the western catchment. Build under way, held up on the identity feed.",,Integrating & Testing,2026-12-26,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Laboratories > Samaa Reference Laboratory,مختبر سماء المرجعي,Organization,,Demo Vendor Beta,16-bench reference laboratory serving the southern catchment. Interfaces are being built against the sandbox.,منشأة بـ 16 منصات فحص تخدم النطاق الجنوبي. ربط الرسائل قيد التنفيذ.,Integrating & Testing,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Laboratories > Amal Laboratory,مختبر أمل,Organization,,Demo Vendor Alpha,,,Integrating & Testing,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Laboratories > Nasim Laboratory,مختبر نسيم,Organization,,Demo Vendor Delta,10-bench laboratory serving the western catchment. Onboarding agreed and nothing has begun.,منشأة بـ 10 منصات فحص تخدم النطاق الغربي. مدرج ضمن خطة هذا العام ولم يبدأ بعد.,Not started,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Laboratories > Sidr Reference Laboratory,مختبر سدر المرجعي,Organization,,Demo Vendor Gamma,"17-bench reference laboratory serving the inland catchment. Build under way, held up on the identity feed.",منشأة بـ 17 منصات فحص تخدم النطاق الداخلي. ربط الرسائل قيد التنفيذ.,Integrating & Testing,,,,planned,,,testing,,,testing,planned,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Laboratories > Basma Laboratory,مختبر بسمة,Organization,,Demo Vendor Alpha,,,Integrating & Testing,2027-03-21,,,testing,testing,,planned,planned,,planned,planned,testing
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Laboratories > Marjan Diagnostic Laboratory,مختبر مرجان للتشخيص,Organization,,Demo Vendor Alpha,23-bench diagnostic laboratory serving the southern catchment. Recorded for completeness while the onboarding order is decided.,منشأة بـ 23 منصات فحص تخدم النطاق الجنوبي. لم يُتفق على النطاق بعد.,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Laboratories > Bushra Diagnostic Laboratory,,Organization,,,,,Kickoff,,,,,,,,,,testing,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Laboratories > Zahwa Laboratory,,Organization,,Demo Vendor Delta,,,Not started,,,,planned,planned,,testing,planned,,planned,planned,planned
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Polyclinics,المجمعات الطبية,,,,11 polyclinics in account book four.,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Polyclinics > Kanan Specialist Polyclinic,مجمع كنان الطبي التخصصي,Organization,,Demo Vendor Gamma,,,Integrating & Testing,,,planned,planned,,,,planned,planned,,,testing
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Polyclinics > Suhail Polyclinic,,Organization,,Demo Vendor Delta,,,Kickoff,,,planned,planned,,,testing,testing,planned,,,planned
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Polyclinics > Areej Polyclinic,مجمع أريج الطبي,Organization,,Demo Vendor Beta,"20-room polyclinic serving the western catchment. Contracted, with no integration work scheduled.",منشأة بـ 20 غرف تخدم النطاق الغربي. تم التعاقد ولم تُجدول أعمال التكامل.,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Polyclinics > Wafeer Specialist Polyclinic,,Organization,,,15-room specialist polyclinic serving the northern catchment. On the list for this year; no work has started.,,Not started,,,planned,planned,,,,planned,,,,planned
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Polyclinics > Ghaf Day Surgery Polyclinic,,Organization,,Demo Vendor Gamma,37-room day surgery polyclinic serving the northern catchment. Recorded for completeness while the onboarding order is decided.,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Polyclinics > Qamar Day Surgery Polyclinic,مجمع قمر لجراحة اليوم الواحد,Organization,,Demo Vendor Beta,,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Polyclinics > Reeman Day Surgery Polyclinic,مجمع ريمان لجراحة اليوم الواحد,Organization,,Demo Vendor Gamma,,,,,,planned,planned,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Polyclinics > Firuz Specialist Polyclinic,,Organization,,Demo Vendor Gamma,,,Kickoff,,,planned,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Polyclinics > Najma Specialist Polyclinic,مجمع نجمة الطبي التخصصي,Organization,,Demo Vendor Zeta,,,Live,,,live,live,,,,planned,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Polyclinics > Rimal Polyclinic,مجمع رمال الطبي,Organization,,Demo Vendor Alpha,6-room polyclinic serving the inland catchment. Scope not agreed yet; the first scoping session is being arranged. The clinical team has asked for a second training round before the next capability is switched on.,منشأة بـ 6 غرف تخدم النطاق الداخلي. لم يُتفق على النطاق بعد.,,,,testing,testing,,,planned,planned,,testing,,testing
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Polyclinics > Nakheel Specialist Polyclinic,مجمع نخيل الطبي التخصصي,Organization,,Demo Vendor Delta,35-room specialist polyclinic serving the southern catchment. Onboarding agreed and nothing has begun.,منشأة بـ 35 غرف تخدم النطاق الجنوبي. مدرج ضمن خطة هذا العام ولم يبدأ بعد.,Not started,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Imaging Centres,مراكز الأشعة,,,,11 imaging centres in account book four.,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Imaging Centres > Ghaf Imaging Centre,,Organization,,Demo Vendor Zeta,,,UAT,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Imaging Centres > Wameed Diagnostic Imaging Centre,مركز وميض للتشخيص بالأشعة,Organization,,Demo Vendor Beta,,,Go-live readiness,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Imaging Centres > Naqaa Imaging Centre,مركز نقاء للأشعة,Organization,,Demo Vendor Beta,,,,,,,planned,,,testing,planned,planned,testing,,planned
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Imaging Centres > Qamar Radiology Centre,,Organization,,Demo Vendor Epsilon,"9-modality radiology centre serving the coastal catchment. Contracted, with no integration work scheduled.",,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Imaging Centres > Salsabeel Diagnostic Imaging Centre,,Organization,,Demo Vendor Delta,,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Imaging Centres > Shafaq Diagnostic Imaging Centre,مركز شفق للتشخيص بالأشعة,Organization,,Demo Vendor Beta,"5-modality diagnostic imaging centre serving the eastern catchment. Contracted, with no integration work scheduled.",منشأة بـ 5 أجهزة تصوير تخدم النطاق الشرقي. تم التعاقد ولم تُجدول أعمال التكامل.,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Imaging Centres > Zuhal Imaging Centre,مركز زحل للأشعة,Organization,,Demo Vendor Zeta,,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Imaging Centres > Tibr Imaging Centre,مركز تبر للأشعة,Organization,,Demo Vendor Beta,,,Integrating & Testing,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Imaging Centres > Yaqoot Imaging Centre,,Organization,,Demo Vendor Delta,,,,,,planned,planned,,planned,,planned,testing,planned,testing,planned
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Imaging Centres > Sadeem Imaging Centre,,Organization,,Demo Vendor Gamma,,,Not started,,,planned,,,,,planned,planned,planned,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Imaging Centres > Yasmeen Radiology Centre,مركز ياسمين للتصوير الطبي,Organization,,Demo Vendor Delta,,,Integrating & Testing,2027-08-31,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Pharmacies,الصيدليات,,,,10 pharmacies in account book four.,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Pharmacies > Talh Hospital Pharmacy,صيدلية طلح للمستشفيات,Organization,,Demo Vendor Epsilon,,,,,,,planned,,testing,planned,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Pharmacies > Naqaa Pharmacy,,Organization,,Demo Vendor Epsilon,7-counter pharmacy serving the inland catchment. Recorded for completeness while the onboarding order is decided.,,,,,testing,planned,planned,planned,planned,,,planned,,planned
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Pharmacies > Basateen Pharmacy,صيدلية بساتين,Organization,,Demo Vendor Epsilon,,,,,,,,,planned,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Pharmacies > Rimal Hospital Pharmacy,صيدلية رمال للمستشفيات,Organization,,Demo Vendor Alpha,4-counter hospital pharmacy serving the northern catchment. Recorded for completeness while the onboarding order is decided.,منشأة بـ 4 نوافذ صرف تخدم النطاق الشمالي. تم التعاقد ولم تُجدول أعمال التكامل.,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Pharmacies > Marjan Hospital Pharmacy,صيدلية مرجان للمستشفيات,Organization,,Demo Vendor Epsilon,,,Integrating & Testing,,,testing,testing,,testing,planned,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Pharmacies > Lulwah Community Pharmacy,صيدلية لؤلوة المجتمعية,Organization,,Demo Vendor Epsilon,8-counter community pharmacy serving the coastal catchment. Testing signed off and a go-live window is being booked.,منشأة بـ 8 نوافذ صرف تخدم النطاق الساحلي. اكتمل الاختبار ويجري حجز موعد الإطلاق.,Go-live readiness,,,,live,,live,live,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Pharmacies > Almas Pharmacy,صيدلية ألماس,Organization,,Demo Vendor Zeta,,,,,,,testing,,planned,testing,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Pharmacies > Wafa Hospital Pharmacy,,Organization,,Demo Vendor Alpha,,,UAT,2027-02-11,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Pharmacies > Ilham Hospital Pharmacy,,Organization,,Demo Vendor Beta,6-counter hospital pharmacy serving the southern catchment. Interfaces are being built against the sandbox.,,Integrating & Testing,,,,planned,testing,planned,planned,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Four > Pharmacies > Nasim Community Pharmacy,صيدلية نسيم المجتمعية,Organization,,Demo Vendor Zeta,2-counter community pharmacy serving the eastern catchment. Onboarding agreed and nothing has begun.,منشأة بـ 2 نوافذ صرف تخدم النطاق الشرقي. متفق على التأهيل ولم يبدأ العمل.,Not started,,,,testing,,testing,planned,,planned,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five,محفظة الحسابات الخامسة,,,,58 organizations with no account manager assigned yet.,58 منشأة لم يُعيَّن لها مدير حساب بعد.,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Hospitals,المستشفيات,,,,11 hospitals in account book five.,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Hospitals > Zuhal Specialist Hospital,مستشفى زحل التخصصي,Organization,,Demo Vendor Gamma,,,UAT,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Hospitals > Ilham General Hospital,,Organization,,,585-bed general hospital serving the eastern catchment. Recorded for completeness while the onboarding order is decided.,,,,,testing,,,,,,,,,planned
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Hospitals > Wadi General Hospital,,Organization,,Demo Vendor Alpha,,,Kickoff,,,planned,,,,,,,testing,,planned
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Hospitals > Lujain Specialist Hospital,مستشفى لجين التخصصي,Organization,,Demo Vendor Alpha,361-bed specialist hospital serving the inland catchment. On the list for this year; no work has started.,منشأة بسعة 361 سريراً تخدم النطاق الداخلي. مدرج ضمن خطة هذا العام ولم يبدأ بعد.,Not started,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Hospitals > Naqaa General Hospital,,Organization,,Demo Vendor Gamma,,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Hospitals > Samaa Community Hospital,,Organization,,Demo Vendor Epsilon,,,Integrating & Testing,2026-11-30,,testing,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Hospitals > Nawras Maternity Hospital,,Organization,,Demo Vendor Zeta,59-bed maternity hospital serving the western catchment. Scope not agreed yet; the first scoping session is being arranged.,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Hospitals > Bareq General Hospital,,Organization,,Demo Vendor Beta,347-bed general hospital serving the western catchment. Kickoff done and the technical contacts are named on both sides.,,Kickoff,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Hospitals > Kahraman Specialist Hospital,مستشفى كهرمان التخصصي,Organization,,Demo Vendor Alpha,,,Not started,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Hospitals > Nada Community Hospital,,Organization,,Demo Vendor Beta,,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Hospitals > Suhail Community Hospital,مستشفى سهيل المجتمعي,Organization,,Demo Vendor Epsilon,,,,,,planned,,,,,,,planned,planned,planned
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Clinics,العيادات,,,,12 clinics in account book five.,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Clinics > Sidr Family Clinic,عيادة سدر للأسرة,Organization,,Demo Vendor Gamma,11-room family clinic serving the coastal catchment. Scope not agreed yet; the first scoping session is being arranged.,منشأة بـ 11 غرف تخدم النطاق الساحلي. تم التعاقد ولم تُجدول أعمال التكامل.,,,,testing,planned,planned,,,,,,,planned
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Clinics > Zuhal Dental Clinic,,Organization,,Demo Vendor Alpha,,,,,,planned,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Clinics > Kadi Clinic,عيادة كادي,Organization,,Demo Vendor Epsilon,11-room clinic serving the northern catchment. Interfaces are being built against the sandbox.,منشأة بـ 11 غرف تخدم النطاق الشمالي. يجري بناء الواجهات على البيئة التجريبية.,Integrating & Testing,,,testing,planned,testing,testing,,,,testing,planned,testing
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Clinics > Samar Dental Clinic,,Organization,,,5-room dental clinic serving the western catchment. Interfaces are being built against the sandbox.,,Integrating & Testing,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Clinics > Rawnaq Family Clinic,عيادة رونق للأسرة,Organization,,,,,,,,planned,planned,planned,planned,,,testing,planned,planned,planned
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Clinics > Bilaur Dental Clinic,عيادة بلور للأسنان,Organization,,Demo Vendor Gamma,16-room dental clinic serving the southern catchment. Recorded for completeness while the onboarding order is decided.,منشأة بـ 16 غرف تخدم النطاق الجنوبي. تم التعاقد ولم تُجدول أعمال التكامل.,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Clinics > Marj Clinic,,Organization,,Demo Vendor Zeta,14-room clinic serving the eastern catchment. Message mapping is in progress; the first end-to-end call has been made.,,Integrating & Testing,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Clinics > Nawras Clinic,عيادة نورس,Organization,,Demo Vendor Gamma,"13-room clinic serving the eastern catchment. Build under way, held up on the identity feed.",منشأة بـ 13 غرف تخدم النطاق الشرقي. ربط الرسائل قيد التنفيذ.,Integrating & Testing,,,planned,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Clinics > Rimal Family Clinic,عيادة رمال للأسرة,Organization,,,7-room family clinic serving the western catchment. Onboarding agreed and nothing has begun.,منشأة بـ 7 غرف تخدم النطاق الغربي. متفق على التأهيل ولم يبدأ العمل.,Not started,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Clinics > Zahra Dental Clinic,,Organization,,Demo Vendor Delta,,,,,,testing,planned,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Clinics > Sahl Family Clinic,,Organization,,Demo Vendor Zeta,4-room family clinic serving the northern catchment. Kickoff done and the technical contacts are named on both sides.,,Kickoff,,,planned,planned,,,,planned,,,testing,planned
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Clinics > Shurooq Dental Clinic,,Organization,,Demo Vendor Delta,8-room dental clinic serving the eastern catchment. Recorded for completeness while the onboarding order is decided.,,,,,testing,testing,,,,,,,,planned
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Laboratories,المختبرات,,,,8 laboratories in account book five.,,,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Laboratories > Shurooq Diagnostic Laboratory,,Organization,,Demo Vendor Gamma,,,Integrating & Testing,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Laboratories > Athl Reference Laboratory,مختبر أثل المرجعي,Organization,,Demo Vendor Gamma,,,Integrating & Testing,,,,,,testing,,,planned,testing,planned,planned
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Laboratories > Layali Diagnostic Laboratory,مختبر ليالي للتشخيص,Organization,,Demo Vendor Delta,,,Kickoff,,,,,,,,,,planned,planned,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Laboratories > Nada Laboratory,,Organization,,Demo Vendor Gamma,6-bench laboratory serving the southern catchment. In integration testing with the vendor.,,UAT,,,,,,,,,,testing,testing,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Laboratories > Lamha Reference Laboratory,,Organization,,Demo Vendor Beta,,,,,,,,,planned,,,,planned,planned,planned
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Laboratories > Dhikra Diagnostic Laboratory,مختبر ذكرى للتشخيص,Organization,,Demo Vendor Delta,28-bench diagnostic laboratory serving the inland catchment. Recorded for completeness while the onboarding order is decided.,منشأة بـ 28 منصات فحص تخدم النطاق الداخلي. لم يُتفق على النطاق بعد.,,,,,,,,,,,planned,planned,planned
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Laboratories > Khuzama Diagnostic Laboratory,مختبر خزامى للتشخيص,Organization,,Demo Vendor Delta,17-bench diagnostic laboratory serving the northern catchment. Kickoff held with the vendor; the interface catalogue is being confirmed.,منشأة بـ 17 منصات فحص تخدم النطاق الشمالي. اكتمل اجتماع الانطلاق وحُددت جهات الاتصال الفنية.,Kickoff,,,,,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Laboratories > Anwa Laboratory,,Organization,,,"27-bench laboratory serving the eastern catchment. Live since the last release window, with support in hypercare.",,Live,,,,,,,,,,live,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Polyclinics > Nawras Polyclinic,مجمع نورس الطبي,Organization,,,,,UAT,,,testing,testing,,,,,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Polyclinics > Utarid Specialist Polyclinic,مجمع عطارد الطبي التخصصي,Organization,,Demo Vendor Epsilon,,,Live,,,live,planned,,,,testing,,,,
UHR > Demo Portfolio > Associate Directorate Beta > Account Book Five > Polyclinics > Sadeem Day Surgery Polyclinic,,Organization,,Demo Vendor Gamma,,,,,,planned,planned,,,,,,,,
